"measurement_value","base_date","year","month","day","day_of_week","is_holiday","base_time","hour","category_code","category_description","unit","nx","ny","admin_district_code","city","sub_address"
0.70,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
300.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.30,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.80,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
94.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
10.90,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.70,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
262.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.10,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.70,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
90.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
13.70,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
0.10,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
186.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.90,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.90,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
100.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
20.20,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.50,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
190.00,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.80,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.80,2025-03-27,2025,3,27,Thursday,FALSE,"0900",9,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
81.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
14.30,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.30,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
333.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.50,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.70,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
94.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.10,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
11.50,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.90,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
326.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-2.70,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.40,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
86.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
14.10,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
0.40,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
284.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.40,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
92.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
21.90,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.40,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
187.00,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.10,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.10,2025-03-27,2025,3,27,Thursday,FALSE,"1000",10,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
78.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
15.10,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.60,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
202.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.50,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.60,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
90.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
12.60,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.60,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
253.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.50,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.70,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
85.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
14.80,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
1.20,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
279.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
-0.10,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
1.20,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
83.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
23.20,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.30,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
175.00,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
4.90,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
4.90,2025-03-27,2025,3,27,Thursday,FALSE,"1100",11,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
73.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
15.30,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
330.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-1.60,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
2.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
86.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
13.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.10,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
322.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-3.80,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
5.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
82.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
14.60,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
1.60,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
235.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
1.10,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
1.90,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
78.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
24.10,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.70,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
170.00,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
4.60,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
4.70,2025-03-27,2025,3,27,Thursday,FALSE,"1200",12,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
76.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
15.30,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.70,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
322.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.80,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.10,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
69.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
15.60,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.80,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
314.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-2.60,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.90,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
78.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
15.40,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
2.50,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
281.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
-0.40,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
2.50,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
70.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
24.70,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
180.00,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.40,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.40,2025-03-27,2025,3,27,Thursday,FALSE,"1300",13,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
62.00,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
17.50,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.40,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
306.00,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.90,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
1.70,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-27,2025,3,27,Thursday,FALSE,"1400",14,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
